Name,Address,Date,Hosts,Url
Raising Capital in a Volatile Market: GPs and LPs,"Midtown, New York City",2025-06-03T09:30:00,NY Ventures,Invite Only
Marketplace Startups ,"Midtown, New York City",2025-06-03T18:30:00,Ugly Talk,https://partiful.com/e/bNefwN3Q08JO76q2BesT
FLORA x NYC Tech Week,"Brooklyn, New York City",2025-06-06T19:00:00,FLORA,https://partiful.com/e/KJTPKFNniTzCEu5jaWnQ
Founder Stories by POCIT & Braze,"Kips Bay, New York City",2025-06-05T17:00:00,POCIT,https://partiful.com/e/ET4FU37wBAJpRVk9jSxd
Inside deeptech investing,"Midtown, New York City",2025-06-04T10:00:00,Good Investor Club,https://partiful.com/e/p228o78FDjFAwSGgIGa9
AM to IPO: SaaS Founders Kickoff Breakfast,"Midtown, New York City",2025-06-02T08:45:00,Deel,https://partiful.com/e/mBOEdgD5cQnAplpTy1Do
Big Balance Sheet: Invite-Only Finance Lunch,"Midtown, New York City",2025-06-04T11:30:00,Deel,https://partiful.com/e/AxB3ImQ37Vc3jK0AedLn
Carta Presents: Speaking Startup,"Flatiron, New York City",2025-06-05T10:00:00,Carta,Invite Only
Jobseeker Strategy,"Virtual (NYC), New York City",2025-06-02T15:00:00,Clutch Talent,https://partiful.com/e/rpy654ELx92JAFFZLENY
Intimate Lunch and Q&A with Andrew Chen,"SoHo, New York City",2025-06-04T13:00:00,Stealth,Invite Only
a16z speedrun Investor Mixer,"Midtown, New York City",2025-06-04T17:30:00,a16z speedrun,https://partiful.com/e/0pEtMrCfpatJzSqQ6OPh
Dream Yourself Awake,"Virtual (NYC), New York City",2025-06-08T22:00:00,Network,https://partiful.com/e/GiZy4h3mKsC1mxlS5Prp
Epic Angels NY Female Investors Pitch Breakfast,"Midtown, New York City",2025-06-05T07:30:00,Epic Angels,https://partiful.com/e/YUkzX4azJwi4CxcOFbJp
"Tariffs, Investments & AI: What’s working?","Financial District, New York City",2025-06-04T18:00:00,Stanford Alumni Startups in NY,https://partiful.com/e/TgKvmC9L0GcSKE3bKlcT
Gam3 On: Chelsea Testnet Launch for Soneium ,"Chelsea, New York City",2025-06-04T14:00:00,Blockus,https://partiful.com/e/WTSxSHB275ywlkfjVwGR
NY Robotics - ROS Meetup w/ OSRA and Viam,"Upper Manhattan, New York City",2025-06-04T17:00:00,New York Robotics Network,https://partiful.com/e/kbHzSzeIcEJUIwwfk8WR
TechWalk : A Central Park Networking ,"Central Park, New York City",2025-06-05T13:00:00,ESCape Platforms,https://partiful.com/e/2puxAOvRFHeFj3cXtbhq
Preparing Your Company for a Strong Exit,"Midtown, New York City",2025-06-04T10:00:00,Fox Rothschild,https://partiful.com/e/7VNbwoUyD0RrjXyDa9J7
Community & Brand Partnerships Walk ,"Lower East Side, New York City",2025-06-06T16:30:00,Rue,https://partiful.com/e/g8cB72WHKZSP9udgTkMC
Tech Networking Dinner (June 5),"East Village, New York City",2025-06-05T18:00:00,Cuculi,https://partiful.com/e/JyVlxrmlmuBvPHJjaj1b
"Streaming, Sponsorships & IP: Entertainment Law","Financial District, New York City",2025-06-05T18:00:00,Romano Law PLLC,https://partiful.com/e/DS6j6ypUcCGx6vDZbwcy
Happy Hour AI Mixer,"Midtown, New York City",2025-06-05T18:00:00,Trace3,Invite Only
Perplexity Happy Hour ,"Chelsea, New York City",2025-06-04T18:30:00,Perplexity,https://partiful.com/e/sm8vJtJWDKWwoMVJrWD1
Bad Ideas Build Day,"SoHo, New York City",2025-06-04T12:00:00,The Tech Bros,https://partiful.com/e/guIazXLMGIzZ0sNjeRe1?
Alternative Data Happy Hour,"Midtown, New York City",2025-06-03T17:45:00,Amass Insights,Invite Only
Tech & Data in Financial Markets (TDFM),"Midtown, New York City",2025-06-05T09:00:00,"WatersTechnology, Risk.net, Chartis",https://partiful.com/e/64GChS96z0WrEyCWxNPS
Tech Networking Lunch (June 5),"Midtown, New York City",2025-06-05T13:00:00,Cuculi,https://partiful.com/e/bZeT2Y9y28iHF6jeN4rk
Tools & Platforms for Developers: A Conversation,"SoHo, New York City",2025-06-05T18:00:00,Playcrafting,https://partiful.com/e/EnoBj8Xp0DQj9MhWafKJ
Tech Networking Lunch (June 6),"East Village, New York City",2025-06-06T13:00:00,Cuculi,https://partiful.com/e/5vtIv7ZjTP7aSzQ6jkqo
Healthtech & Life Sciences Social,"Meatpacking District, New York City",2025-06-04T18:30:00,Scalpels & Spreadsheets,https://partiful.com/e/5Bm3x10eBAD1H8QFFEYK
Ask a Startup Lawyer: Fox Rothschild Office Hours,"Midtown, New York City",2025-06-04T13:00:00,Fox Rothschild,https://partiful.com/e/AkTCDkHI3rc2A10JN62i
High Performance Leadership,"Flatiron, New York City",2025-06-04T10:00:00,Congruent Leadership,https://partiful.com/e/ty2Zr0HqPKQqhZ7ktyqV
Ramp & General Catalyst: Pickleball,"Central Park, New York City",2025-06-03T18:00:00,Ramp,https://partiful.com/e/ydeQ7uk2AqTjhZVeRvyE?
Qwoted's June Media Mixer,"Flatiron, New York City",2025-06-05T18:00:00,Qwoted,https://partiful.com/e/9loFYnQyW8Qn840rpAiv
Pancakes* with PENSA: A Forum for Leaders of Hardware Startups,"Brooklyn, New York City",2025-06-05T09:30:00,Pensa,https://partiful.com/e/2Wr6hEZbVaOzJvhv9WNc
The Session: FashionTech Panel Session,"Chelsea, New York City",2025-06-05T17:00:00,In Haus,https://partiful.com/e/wadUvUbfNZyogikMVbYh
AI for GOOD,"Midtown, New York City",2025-06-05T19:00:00,Christians*inTech,https://partiful.com/e/IuddWVhs8ScE1KqKWjww
Women Who Build: Founders & Funders,"Financial District, New York City",2025-06-03T18:00:00,Romano Law PLLC,https://partiful.com/e/n4GcBV28lizEX4y2iQth
Tech Networking Dinner (June 6),"Midtown, New York City",2025-06-06T18:00:00,Cuculi,https://partiful.com/e/EPjiWKpiSI4u7LPL19vC
Rearming Creatives with AI,"SoHo, New York City",2025-06-05T19:00:00,Intangible,Invite Only
Cinema night: Keeping developers in the limelight,"Lower East Side, New York City",2025-06-05T19:00:00,Graphite,https://partiful.com/e/SYRKpeHAt2qdSXMMz8VY
Morning Wellness Series - Escape Run ,"Central Park, New York City",2025-06-04T07:00:00,ESCape Platforms,https://partiful.com/e/sbExGciGY8afegYJBPpg?f=1&photo=all
Tech Networking Brunch,"West Village, New York City",2025-06-07T13:00:00,Cuculi,https://partiful.com/e/MjDydzOkxvKEEPaiJ0LW
Building and Securing GenAI Apps,"Flatiron, New York City",2025-06-03T17:00:00,Auth0,https://partiful.com/e/mJiIRf9ZsU3PF2zL6tvs?
VC Penthouse NYTW Edition,"Union Square, New York City",2025-06-07T17:00:00,Cliqk,https://partiful.com/e/CmwvPolxoVN8BgnZY1Ww
Founders vs VCs Boxing,"Lower East Side, New York City",2025-06-06T11:00:00,Coeus Collective,https://partiful.com/e/yqbCLug02wPSjK7OSCO8
TECH & TRANQUILITY,"Lower East Side, New York City",2025-06-04T18:30:00,Imadata,https://partiful.com/e/4HoLK2sc6OvUsJZQbUDy
Dinner & Discussion: Architecting AI Platforms,"Financial District, New York City",2025-06-03T18:00:00,Distributional,https://partiful.com/e/vNXMSsWYxdeT3pGNCQY5
GNOMI: Tech at War: Build or Regulate Exclusive Event,"SoHo, New York City",2025-06-05T19:00:00,GNOMI App,https://partiful.com/e/JnqwkQmF5sULjXP6SXND
VC Open Office Hours,"SoHo, New York City",2025-06-03T10:00:00,nextNYC,https://partiful.com/e/77hPRWgb7S1pwnAxz2IQ
Chief AI Officer Summit,", New York City",2025-06-05T09:00:00,AI Accelerator Institute,https://partiful.com/e/bFhv8iCG9k3n74SYXFLC
STORYTELLING & AI IN THE AGE OF GROWTH MARKETING,"SoHo, New York City",2025-06-05T17:00:00,Tandem,https://partiful.com/e/oGT4fujVXsUg2vyYJhL5
CTO Forum - Lightning Talks & Networking,"Chinatown, New York City",2025-06-04T18:30:00,Scout,https://partiful.com/e/sjONRSggX3dLIdu9FdQy
Allstar Gaming Presents Games & Grub,"Midtown, New York City",2025-06-04T18:30:00,Allstar Gaming Inc.,Invite Only
Tech X Tradition: Fashion in the Digital Age,"Chelsea, New York City",2025-06-05T18:00:00,Anybag,https://partiful.com/e/YURzthDCIEGWwMyST4ya
AI and the New Economic Order,"Greenwich Village, New York City",2025-06-05T18:30:00,Future Perfect Ventures,Invite Only
3rd Annual NY Tech Week Soccer Championship,"Brooklyn, New York City",2025-06-06T10:00:00,Pitch on the Pitch,https://partiful.com/e/SkE120h5UsAt6NX0jl9x
The Future of Investing in Robotics - Perspectives from Founders and Funders,"SoHo, New York City",2025-06-03T11:30:00,"New York Robotics Network, Interwoven Ventures, Teradyne Robotics Ventures",https://partiful.com/e/vYMiQ7Hwv0WCUifW96r9
Picnic Potluck in the Park ,"Central Park, New York City",2025-06-04T11:30:00,ESCape Platforms,https://partiful.com/e/2FEPn4XIjzbMmgaXxO1a
CEO Summit Mixer,"Greenwich Village, New York City",2025-06-05T18:30:00,Anorak Ventures,Invite Only
"Open Coworking, Networking & Free Coffee for Founders","SoHo, New York City",2025-06-02T13:00:00,Foundess,https://partiful.com/e/RDs8LU13NWnPOsM3C4TX
Tech-Enabled Circularity: The Fashion Value Chain,"Lower East Side, New York City",2025-06-03T08:30:00,Alternew,https://partiful.com/e/AjwQ3hrebBBppsJUc14T
AI + Humanity: Where Are We Headed?,"SoHo, New York City",2025-06-04T18:30:00,Cuculi,https://partiful.com/e/UiY84VkbYICrPNjRRXau
Female Founder Unwind,"Tribeca, New York City",2025-06-05T09:00:00,La Creme de la STEM™,https://partiful.com/e/78VHK32VhaXr4XYBQIvq
Women in AI Breakfast- Entrepreneurs,"Midtown, New York City",2025-06-05T09:00:00,Morgan Stanley Wealth Management,Invite Only
AI & Future of Healthcare - Lunch,"SoHo, New York City",2025-06-06T13:00:00,Owle AI,https://partiful.com/e/3rhyDAVeUFiofYqw679Y
The Vibe,"SoHo, New York City",2025-06-05T17:00:00,"NVP Capital, Collide Capital, Benchstrength ",Invite Only
Fabric +1 Cocktails In NYC,"Flatiron, New York City",2025-06-05T21:00:00,Fabric VC,https://partiful.com/e/blYaVF3NNh7g4APFxMxT
Brewing Connections - Colombian Coffee Tasting,"Midtown, New York City",2025-06-04T08:00:00,"Alt-Black, Trinet, Braintly, Alvk Law",https://partiful.com/e/uK1vANZfqadji1gQjLEF
"Brexfast Club w/ FirstGen Founders, Operators and Investors","Chelsea, New York City",2025-06-03T09:00:00,"Brex, FirstGen, One Way Ventures, Dentons",https://partiful.com/e/XjwLko6KbneMu442XOF4
New York Tech Week Afrobeats Party,"SoHo, New York City",2025-06-05T19:00:00,Travelbay,https://partiful.com/e/cp8ivbZz8PzqMC6dsTvS
Investor Rooftop Mixer,"Midtown, New York City",2025-06-03T17:30:00,Techstars,https://partiful.com/events/0vad2wPytHnlmjDZtSRl
SaaS Founders Lunch hosted by Cherry Hill Advisory,"None, New York City",2025-06-04T13:00:00,Cherry Hill Advisory,https://partiful.com/e/SUOv7fUpJQROyjUy3If1
Jazz & Wine ,"Midtown, New York City",2025-06-05T19:00:00,"Alt-Black, Trinet, Braintly, Alvk Law",https://partiful.com/e/s10fWL3dmxlFnPLgpSnC
Series A/B Founders Lunch hosted by Cherry Hill,"None, New York City",2025-06-06T13:00:00,Cherry Hill Advisory,https://partiful.com/e/YX3FT1KVPyUzxRddftBr
Dinner Escape- Founders & Investors ,"East Village, New York City",2025-06-04T19:00:00,ESCape Platforms,https://partiful.com/e/Q4xai6KoisesqnhF2Tdz
Pre-Seed Investor Breakfast,"Flatiron, New York City",2025-06-06T09:00:00,Generous Ventures,https://partiful.com/e/sGFTLbmxSVQMMLP8WjCq
Deal Structure Mastery: Essential Insights for ECV,"SoHo, New York City",2025-06-03T20:30:00,SimpleClosure,https://partiful.com/e/UjwgUTgHagsxS8PN6vJu
24-Hour Hackathon! AI-Driven Trust ,"Virtual (NYC), New York City",2025-06-06T09:00:00,Lifeful Habits,https://partiful.com/e/TcpxBAnX90bBr8eLJzHN
Early Stage B2B Founder Happy Hour w/Companyon,"SoHo, New York City",2025-06-03T16:00:00,Companyon Ventures,https://partiful.com/e/hlX9dfXEBp78fisGRCJX
Conversation and Capital in the B2B SAAS and Audio,"Chelsea, New York City",2025-06-02T16:00:00,Deichert Consulting LLC,https://partiful.com/e/PTG7fXswpod8YsAoJPVf
Early Stage Happy Hour,"Chelsea, New York City",2025-06-03T17:00:00,"Struck Capital, Rosecliff Ventures, Comcast Ventures",https://partiful.com/e/Jdxxqag5jxgps15H5EUr
Udio Presents: The AI Music Lab,"Midtown, New York City",2025-06-05T18:00:00,Udio,https://partiful.com/e/So7R9Pduw0NvYiE7o5CJ
AI Innovations & Impact Across Borders,"Financial District, New York City",2025-06-04T12:00:00,Endeavor,Invite Only
Madeline & Co—Working Speakeasy Pop-Up Lounge,"SoHo, New York City",2025-06-02T10:00:00,Madeline & Co.,https://partiful.com/e/NOBV6vD6DzTmUkERTGTM
Polli-Tech: Innovation Nestwork & Native Footprint,"Virtual (NYC), New York City",2025-06-05T12:30:00,THE PORT GLOBAL,https://partiful.com/e/wUSw9rMVMcpvcDInNKG6
NY Tech Week Money is Funny/Snark Tank Tech Pitch Roast Comedy- Saturday,"East Village, New York City",2025-06-07T16:00:00,Tech Pitch Roast Comedy LLC,https://partiful.com/e/YcqTkCYAMxdG2GV6TMvy
Flirt Live Dating Tech Show,"East Village, New York City",2025-06-02T21:00:00,Tech Pitch Roast Comedy LLC,https://partiful.com/e/kpauX4siwMLmruzHNyOf
"Dang, let AI take my job, now!","Hudson Yards, New York City",2025-06-06T20:00:00,Taihill Venture,https://partiful.com/e/7iX4fp4DkrVobqkxLRKE
Women Who AI x MITAS: Pitch Night,"Tribeca, New York City",2025-06-05T17:30:00,MITAS,https://partiful.com/e/dIVA9e6UP8wLiJa1dcHy
"Mike Lazerow Book Launch. Raw, Real, & Relentless","Midtown, New York City",2025-06-05T18:00:00,Resident Company Club,https://partiful.com/e/cah9BSrpfDqdKAsKdE20
New Economies Launch Party,"SoHo, New York City",2025-06-05T18:00:00,Digitalundivided,https://partiful.com/e/4kMDK1mO5kRHQ4ond0JX
Female Founders Breakfast w/Women Tech Meetup & NYC FinTech Women,"SoHo, New York City",2025-06-02T09:00:00,"Puzzle, Vanta",https://partiful.com/e/8ee3NlwLzYPePnDcNPNz
Find Your Power,"Tribeca, New York City",2025-06-02T18:00:00,Checkbox.com ,https://partiful.com/e/WesPGj9Z2vibcts7ytof
Hedra NY Tech Week,"Union Square, New York City",2025-06-05T18:00:00,Hedra,https://partiful.com/e/kssWPEPQm2j2SwJCI964
"Founder X Funder Dinner, by Microsoft for Startups","Midtown, New York City",2025-06-04T19:00:00,"Microsoft for Startups, Insurgi Urban Concepts",https://partiful.com/e/22QqC3X5ZGNBqzEzEx70
Immigrant Founders Dinner ,"Midtown, New York City",2025-06-03T18:30:00,Cuculi,https://partiful.com/e/2m3Q7dNJRmRekFcZL9jV
NYC WiMLDS x Refactor Club,"Flatiron, New York City",2025-06-05T07:30:00,NYC WiMLDS,https://partiful.com/e/90oabu4WAmkhkEHJZqjP?
Tech Comedy Night feat. Viral Creators & Wild Tech Demos,"Flatiron, New York City",2025-06-07T20:00:00,Mutiny,https://partiful.com/e/2uHpIioWS6pIdBlIyUov
The Salon: FashionTech VIP dinner,"West Village, New York City",2025-06-06T18:00:00,In Haus,https://partiful.com/e/JA2H4xJcArcoyAh0zPhr
Your Pitch Sucks! How to Make it Better ,"East Village, New York City",2025-06-03T11:00:00,Tech Pitch Roast Comedy LLC,https://partiful.com/e/k0hrtLvn1GDGLjeH79ZA
GTM Brunch with VC Operating Partners,"Chelsea, New York City",2025-06-06T10:00:00,Gradient,https://partiful.com/e/mqGGhdF8pe92sFnRQjh0
Fashion Technology 101: The Store of the Future,"Chelsea, New York City",2025-06-05T16:00:00,Luxor & Finch,https://partiful.com/e/zyhdbLHPHdVGPuEqFRtr
"Human Body as Software: Program, Fix, Edit","Upper Manhattan, New York City",2025-06-04T14:30:00,The Reason,https://partiful.com/e/G2DYtTe9Uxn2CyEN2kHt
Onchain Summit ,"Financial District, New York City",2025-06-05T10:00:00,Supermoon,https://partiful.com/e/9vDLcsTMubu5Ge5nEJMw
VC & Startup Soiree,"Flatiron, New York City",2025-06-06T18:30:00,Supermoon,https://partiful.com/e/GBEbTtIjPWEGGdj6bwML
Deep Dive into Deep Tech Startups,"Brooklyn, New York City",2025-06-04T17:30:00,Arena,https://partiful.com/e/5gBWp9zyzFdnmsi6A9LA
AI and the Future of Identity ,"Midtown, New York City",2025-06-05T13:00:00,Cuculi,https://partiful.com/e/wZm5WzWbybIQDiFXi9PW
INSIDE,"SoHo, New York City",2025-06-07T19:00:00,Supermoon,https://partiful.com/e/Uyi5zYxBokIwUFw94usg
Unboring the Basics: Sales for the Untraditional,"Flatiron, New York City",2025-06-07T14:00:00,"KPA, Inc",https://partiful.com/e/jlM0FTUcsBxXxcL5btdf
Scaling Sessions: Pushing the Limits of Humans and AI,"Chelsea, New York City",2025-06-05T16:00:00,Gradient,Invite Only
Mucker's Building AI Startups Panel,"Midtown, New York City",2025-06-03T17:00:00,Mucker Capital,https://partiful.com/e/ldtxIk2ofVqBqzVpGPzY
Mucker's B2B Growth Playbook,"Midtown, New York City",2025-06-04T10:00:00,Mucker Capital,https://partiful.com/e/laLs8QCecnD9xmvXx7uz
Tech vs Government: Can Startups Still Win?,"Lower East Side, New York City",2025-06-02T17:30:00,Odyssey,https://partiful.com/e/DkgbA67yo31Ut1eSZ52N
Inside Access: GTM Advice from Founders,"Flatiron, New York City",2025-06-03T10:00:00,Startup IQ,https://partiful.com/e/UzcTchzHx3AAVYyrLJWD
The Next Billion Users: Consumer Dinner by Carry1st,"Flatiron, New York City",2025-06-04T13:30:00,Carry1st,https://partiful.com/e/nbWKCCy4NMTd6zjJQLeV
Mucker's Early Stage Founder Panel,"Midtown, New York City",2025-06-04T12:00:00,Mucker Capital,https://partiful.com/e/hkVo2Gb0SJMUrpPMh1Wq
Beyond Unicorns: Built to Last ,"Midtown, New York City",2025-06-06T18:30:00,Cuculi,https://partiful.com/e/Pe9GwcdFJhjC9lOx7sAJ
Boost Founder Fellowship Demo Day 2025,"Midtown, New York City",2025-06-02T18:00:00,Company Ventures,https://partiful.com/e/N9kwTEirLjsivtGFzFzF
a16z speedrun One Last Round,"Chinatown, New York City",2025-06-02T13:00:00,a16z speedrun,https://partiful.com/e/N4iOSSULn3lD5kqnL6Ue
Raising Your First Round(table),"Midtown, New York City",2025-06-02T11:30:00,Upstarts Media,https://partiful.com/e/drZWz3hJ2sCgC2LytNa8
East x West: Founders w/o Borders,"SoHo, New York City",2025-06-05T16:00:00,Gold House Ventures,Invite Only
South Asians in Tech ,"Midtown, New York City",2025-06-03T15:00:00,American South Asian Network,https://partiful.com/e/KMIgizWUFVHiQQkcVRKK
Taste of Innovation: NYC Edition,"Tribeca, New York City",2025-06-03T18:00:00,J.P. Morgan,https://partiful.com/e/1pTdM4Ltl53vJq23P5GV
"The Future of E-commerce Roundtable: AI, SEO and Creative Strategy","Midtown, New York City",2025-06-05T14:00:00,Invention Square,https://partiful.com/e/vT4F5vXPzYiszqvPbazQ
Future of Travel Happy Hour!,"West Village, New York City",2025-06-04T18:00:00,"Nappr, Jetzy",https://partiful.com/e/nTKv92NT8mhEUpyKQ3jv
D44 Neuroscience and Neurotech Reception,"Union Square, New York City",2025-06-03T18:00:00,Dragonfly 44 Capital,https://partiful.com/e/5ztrxaXou0TrCmWFyIin
Ukrainian Tech Meetup,"SoHo, New York City",2025-06-04T19:00:00,Ukrainian Tech Mates,https://partiful.com/e/axs49SC2VZDxi9hON1Zn
Hard Truths: HW Founder Breakfast,"West Village, New York City",2025-06-04T09:00:00,Hardware Velocity,https://partiful.com/e/sxEj6ihoaOa4LO3DNacs
Faith Driven Investors and Founders,"None, New York City",2025-06-06T09:00:00,B ventures,https://partiful.com/e/llFZQ2C6a61MbLlbJyjo
Decoded Futures+TechNYC Social Impact AI Showcase,"Union Square, New York City",2025-06-04T16:00:00,Decoded Futures (Tech:NYC),https://partiful.com/e/m8SyUMBfFD8OFjiMDlj4
The Ultimate Startup Tech Mixer,"East Village, New York City",2025-06-05T17:00:00,Startup+,https://partiful.com/e/5YU1UWbvr39pwKBcX5NG?
New Cyber Landscape: Agentic AI,"Midtown, New York City",2025-06-03T16:00:00,Amazon Web Services,https://partiful.com/e/ha6YuiRcBpYYOGdX2KOn
Brown Girls in Tech ,"Midtown, New York City",2025-06-04T15:00:00,American South Asian Network,https://partiful.com/e/rXdL50d4faMdgu2enU8m
InvestHER Roundtables: Show Her The Money,"Chelsea, New York City",2025-06-04T14:00:00,Gritty In Pink,https://partiful.com/e/GNqgHpO0zpMMdtvQwkS5
"EU Market Pathways for AI, Climate & Emerging Tech","Midtown, New York City",2025-06-05T10:30:00,Transatlantic Growth,https://partiful.com/e/tA1Xmw3cpdG083NDlLmi
NYC B2B: Pre-Seed + Seed Founders & Investors Meet,"Chelsea, New York City",2025-06-02T18:30:00,NYC B2B,Invite Only
Secret Society Afterparty,"Tribeca, New York City",2025-06-06T20:00:00,Unicorner,https://partiful.com/e/NMrWwC3a61Isacb7jAV1
AI-Powered Roleplay for Real-World Sales Results,"Flatiron, New York City",2025-06-05T09:00:00,Atlas Primer,https://partiful.com/e/qVUMAL3Ln6A8dZqrggti
"Acquisition Ready: Sell Smart, Sell Strong","SoHo, New York City",2025-06-02T17:30:00,Digitalundivided,https://partiful.com/e/3eNayth4dm7PLLOiAS8F
Verifying data in the World of AI,"Greenwich Village, New York City",2025-06-02T11:00:00,Blue Check,https://partiful.com/e/lYLSCkYg5flYNTY9bmXp
AI Researcher Dinner,"SoHo, New York City",2025-06-03T19:00:00,Flying Fish Ventures,https://partiful.com/e/kKAjFOANYhIpvdk08p9V
Founders and Investors Bowling,"SoHo, New York City",2025-06-02T18:00:00," Founders & Investors Bowling, Access, Law by Levin",https://partiful.com/e/I0TnYrYWbqgiSauyQurU
What is the Tech Right For? Cocktail reception,"SoHo, New York City",2025-06-05T18:00:00,The Manhattan Institute,https://partiful.com/e/NhFS9Aj2YdnG8M45XEck
Founders Night Out,"Financial District, New York City",2025-06-03T18:30:00,Arc,https://partiful.com/e/v3huLDUnJHxeEDu0YKTj
Build Your Dream Hackathon (for Non-Coders!),"SoHo, New York City",2025-06-07T10:00:00,Madeline & Co.,https://partiful.com/e/kEqXW8zKeHEHvgPB0bJ1
Legal AI Bootcamp,"Hudson Yards, New York City",2025-06-04T12:00:00,Robin AI,Invite Only
Mystical AI: A Glimpse Into Your AI Archetype,"SoHo, New York City",2025-06-04T18:00:00,Nearform,https://partiful.com/e/6UYcIA0edDRc4C44LRNn
AI Agents in the Enterprise,"SoHo, New York City",2025-06-03T18:00:00,DRUID AI,https://partiful.com/e/uvqWdClRaBZcuwXhm90O
Yankees Vs. Red Sox Rho Box,"Upper Manhattan, New York City",2025-06-06T19:00:00,Rho,https://partiful.com/e/VETeciISMwgxtHFtS1HO
Female Creators and Investors Dinner,"SoHo, New York City",2025-06-02T18:00:00,Musa Capital,https://partiful.com/e/NoGwRQqBEk4GM9fAxZuW
Work-Bench Developer Happy Hour,"Midtown, New York City",2025-06-04T18:00:00,Work-Bench,Invite Only
"Musa Labs Borough Brlitz Hackathon: Midtown (June 6,7,8)","Midtown, New York City",2025-06-07T10:00:00,"Musa Capital, Microsoft Azure",https://partiful.com/e/vOQ305jM3tokj9RWeQRL
"Musa Labs Borough Brlitz Hackathon: Midtown (June 6,7,8)","Midtown, New York City",2025-06-08T10:00:00,"Musa Capital, Microsoft Azure",https://partiful.com/e/vOQ305jM3tokj9RWeQRL
The Future of Agents: An Executive Roundtable,"Brooklyn, New York City",2025-06-03T18:00:00,Rasa,https://partiful.com/e/DsJsVr4yA4b1cXhmsnfu
Non-Traditional Takes on Traditional Media: Making Money with Movies and Broadway,"SoHo, New York City",2025-06-05T15:30:00,"Queens Gate Capital, Forced Perspective",https://partiful.com/e/nb1CBNZQhmVn1ouxglsR
"Musa Labs Borough Brlitz Hackathon: Midtown (June 6,7,8)","Midtown, New York City",2025-06-06T17:00:00,Musa Capital,https://partiful.com/e/vOQ305jM3tokj9RWeQRL
Artificially Un-Intelligent Tech Comedy Show (June 4),"East Village, New York City",2025-06-04T19:00:00,Not So Daily Stand Up Comedy LLC,https://partiful.com/e/rHGH772btSmLC40iKQV2
"AI in Accounting with a16z, CPA.com, and Adaptive","Midtown, New York City",2025-06-04T17:00:00,Adaptive,https://partiful.com/e/UyB3kktNLZK8ZWSYBleV
Pickleball with Contech Alliance,"Brooklyn, New York City",2025-06-04T17:00:00,Contech Alliance,Invite Only
Hospitality's AI Moment: From Insights to Impact,"Midtown, New York City",2025-06-06T15:00:00,Sunrise AI,https://partiful.com/e/GrR8avZmHU78FZS8KTCm
GTM Rooftop Party by Wiza,"Meatpacking District, New York City",2025-06-05T20:00:00,Wiza,https://partiful.com/e/bG8tZEyky0Z6LxCj1UcM
Series Launch Party (ft Masego & Cordae),"SoHo, New York City",2025-06-05T20:00:00,Series,https://partiful.com/e/AdrcAEiP5w2HQhL9t6J7
#NYTechWeek Unlock Your Investor Potential,"Midtown, New York City",2025-06-04T13:00:00,Musa Capital,https://partiful.com/e/ZI4TZvdBN0hmrsIzlfC4
Agentic AI in Action,"Brooklyn, New York City",2025-06-05T11:00:00,[ A ] Growth Agency,https://partiful.com/events/1HPigbdhpSJCCwlh2dDQ
Female Founders' Dinner,"Midtown, New York City",2025-06-05T15:00:00,"GenZtea, Foundess",https://partiful.com/e/W0Cg0SbD39bbKt5FrXZk
Talent & Tax Breaks: Arizona's Start-Up Hub,"SoHo, New York City",2025-06-02T15:30:00,Musa Capital,https://partiful.com/e/OApMHZqpjjrDdTWb5Vcm
The State of Venture Capital,"Midtown, New York City",2025-06-06T12:00:00,"SSM Legal, Forum Ventures",https://partiful.com/e/vRMae5YfP7h545qkRbLI
AI and SaaS Startups Demo Night,"Lower East Side, New York City",2025-06-04T19:00:00,TechBrig,https://partiful.com/e/1AgcbGqhTKm1LgkImbWg
Rhythm & Recharge Zumba,"Flatiron, New York City",2025-06-08T09:00:00,"STEM Recharge, Fabletics",https://partiful.com/e/Cck4SxYuqlM8AlivkE7B
Tech Talks at Hinge: Building Connection in the Ag,"Meatpacking District, New York City",2025-06-03T17:30:00,Hinge,Invite Only
Paint & PE,"SoHo, New York City",2025-06-08T16:00:00,Tide Rock,https://partiful.com/e/0gOmyANjj4HOlbtGB8y5
Human-first sales powered by AI,"Virtual (NYC), New York City",2025-06-03T11:00:00,Adauris,https://partiful.com/e/9DgOUOnoWDeSLHYttZed
You're invited to: The World's First VIBEATHON,"Chelsea, New York City",2025-06-02T12:00:00,ATTAP,https://partiful.com/e/dFWMaelGpf0HW7SUwq6J
Imagining Forward Commerce in Space,"SoHo, New York City",2025-06-02T18:00:00,Imagining Forward,https://partiful.com/e/aE7XufKdGcdqKAez7goa
"Fluent in the Future: A Power Hour on AI, Data & Strategy","Murray Hill, New York City",2025-06-05T18:00:00,Yeshiva University Katz School,https://partiful.com/e/62WOPz0WRlRDbVbGn5nF
a16z speedrun x Adobe: Where AI Meets Creativity,"Union Square, New York City",2025-06-05T15:00:00,"Adobe Ventures, a16z speedrun",https://partiful.com/e/zRlTqIRZcv3VBuzEkSB0
Personal Board Matching w/ AI,"Brooklyn, New York City",2025-06-04T10:00:00,Crew AI,https://partiful.com/e/f63e6nhHSrCDm5P82byo
"Search & Scale: AI, Vectors, and Real Use Cases",", New York City",2025-06-05T17:30:00,Elastic,Invite Only
Art Unwine'd Wednesday,"None, New York City",2025-06-04T18:00:00,Timbucktoo,https://partiful.com/e/dYDzVQa7X658SSJ1YdaF
